"BmpId","BmpShortName","BmpFullName","BmpCategoryId","BmpDetails","ParentBmpId","ParentBmpFullName","BmpGroupId","BmpTypeId"
179,scp1,Advanced Sweeping Technology - 2 pass/week,1,Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface. Must pass the same street twice a week. Enter units of acres or miles.,189,,46,3
180,scp2,Advanced Sweeping Technology - 1 pass/week,1,Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface. Must pass the same street once a week. Enter units of acres or miles.,189,,46,3
181,scp3,Advanced Sweeping Technology - 1 pass/2 weeks,1,Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface. Must pass the same street once every two weeks. Enter units of acres or miles.,189,,46,3
182,scp4,Advanced Sweeping Technology - 1 pass/4 weeks,1,Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface. Must pass the same street every four weeks. Enter units of acres or miles.,189,,46,3
183,scp5,Advanced Sweeping Technology - 1 pass/8 weeks,1,Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface. Must pass the same street every eight weeks. Enter units of acres or miles.,189,,46,3
184,scp6,Advanced Sweeping Technology - 1 pass/12 weeks,1,Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface. Must pass the same street every twelve weeks. Enter units of acres or miles.,189,,46,3
185,scp7,Advanced Sweeping Technology - spring 1 pass/1-2 weeks else monthly,1,Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface. Must pass once every week from March to April and monthly otherwise. Enter units of acres or miles.,189,,46,3
186,scp8,Advanced Sweeping Technology - fall 1 pass/1-2 weeks else monthly,1,"Sweeper is equipped with a sweeping head which creates suction and uses forced air to transfer street debris into the hopper or sweeper is equipped with a high power vacuum to suction debris from street surface.  Must pass once every week from March to April, October to November and monthly otherwise. Enter units of acres or miles.",189,,46,3
187,scp9,Mechanical Broom Technology - 2 pass/week,1,"Sweeper is equipped with water tanks, sprayers, brooms, and a vacuum system pump that gathers street debris. Must pass the same street twice every week. Enter units of acres or miles.",189,,46,3
188,scp10,Mechanical Broom Technology - 1 pass/week,1,"Sweeper is equipped with water tanks, sprayers, brooms, and a vacuum system pump that gathers street debris. Must pass the same street every week. Enter units of acres or miles.",189,,46,3
189,scp11,Mechanical Broom Technology - 1 pass/4 weeks,1,"Sweeper is equipped with water tanks, sprayers, brooms, and a vacuum system pump that gathers street debris. Must pass the same street every four weeks. Use this BMP where the specific technology type or frequency is unknown. Enter units of acres or miles.",189,Street Sweeping,46,3
190,stormdrainclean,Storm Drain Cleaning,1,"Removal of sediment and organic matter from catch basins in a targeted manner that focuses on water quality improvements. Enter units of pounds of TN, TP and TSS.",190,Storm Drain Cleaning,71,4
192,septiceffadvanced,Septic Effluent - Advanced,1,"The septic system must be designed to reduce 50% of TN by employing an enhanced in situ treatment system within the soil treatment unit with advanced drip dispersal units for in situ treatment within the soil treatment unit. This system must also employ shallow-placed, pressure-dosed dispersal units or elevated sand mounds with pressure-dosed dispersal for in situ treatment within the soil treatment unit. Enter units of number or percent of systems.",198,,13,3
193,septicsecadvanced,Septic Secondary Treatment - Advanced,1,"Processes occurring within the soil treatment unit, including drip dispersal systems designed to produce a gross 60% TN reduction. Enter units of number or percent of systems.",199,,13,3
194,septicdeadvanced,Septic Denitrification - Advanced,1,The septic system should employ both a 50% denitrification unit for pre-treatment of waste and an enhanced in situ treatment system within the soil treatment unit. This BMP should be used only for systems that employ integrated fixed-film activated sludge (IFAS) pre-treatment technologies with advanced drip dispersal units for in situ treatment within the soil treatment unit. Enter units of number or percent of systems.,197,,13,3
195,septicdeenhance,Septic Denitrification - Enhanced,1,"The septic system should employ both a 50% denitrification unit for pre-treatment of waste and an enhanced in situ treatment system within the soil treatment unit. This BMP should be used only for systems that employ recirculating media filters (RMF) or integrated fixed-film activated sludge (IFAS) pre-treatment technologies. The system must also employ shallow-placed, pressure-dosed dispersal units or elevated sand mounds with pressure-dosed dispersal for in situ treatment within the soil treatment unit. Enter units of number or percent of systems.",197,,13,3
196,septicsecenhance,Septic Secondary Treatment - Enhanced,1,"The septic system should employ both technologies for pre-treatment of waste and an enhanced in situ treatment systems within the soil treatment unit. This BMP should be used only for systems that employ certified, NFS 40 Class I or equivalent technologies, intermittent media filters (IMF) or constructed wetlands for pre-treatment  designed to produce a gross 50% TN reduction. The system must also employ shallow-placed, pressure-dosed dispersal units or elevated sand mounds with pressure-dosed dispersal for in situ treatment within the soil treatment unit. Enter units of number or percent of systems.",199,,13,3
197,septicdecon,Septic Denitrification - Conventional,1,"The septic system should employ a 50% denitrification unit for pre-treatment of waste with no enhanced in situ treatment system within the soil treatment unit. This BMP should be used only for systems that employ recirculating media filters (RMF) or integrated fixed-film activated sludge (IFAS) pre-treatment technologies, but do not employ enhanced in situ treatment systems. Use this BMP where the specific system design is unknown. Enter units of number or percent of systems.",197,Denitrification,13,3
198,septiceffenhance,Septic Effluent - Enhanced,1,"The septic system must be designed to reduce 38% TN by employing an enhanced in situ treatment system within the soil treatment unit with no secondary treatment or enhanced denitrification technology. This system must employ shallow-placed, pressure-dosed dispersal units or elevated sand mounds with pressure-dosed dispersal for in situ treatment within the soil treatment unit. Enter units of number or percent of systems.",198,Effluent,13,3
199,septicseccon,Septic Secondary Treatment - Conventional,1,"The septic system should employ a technology for pre-treatment of waste with no enhanced in situ treatment system within the soil treatment unit. This BMP should be used only for systems that employ certified, NFS 40 Class I or equivalent technologies, intermittent media filters (IMF) or constructed wetlands for pre-treatment designed to produce a gross 20% TN reduction. Enter units of number or percent of systems.",199,Secondary Treatment,13,3
200,septicconnect,Septic Connection,1,This is when septic systems get converted to public sewer.  This reduces the number of systems because the waste is sent into the sewer and treated at a wastewater treatment plant. Enter units of number or percent of systems.,200,Connection,11,1
201,septicpump,Septic Pumping,1,"Septic systems achieve nutrient reductions through several types of management practices, including frequent maintenance and pumping.  On average, septic tanks need to be pumped once every three to five years to maintain effectiveness.  The pumping of septic tanks is one of several measures that can be implemented to protect soil absorption systems from failure.  Enter units of number or percent of systems.",201,Pumping,13,3
203,litamend,"Poultry Litter Amendments (alum, for example)",2,"Surface application of alum, an acidifier, to poultry litter to acidify poultry litter and maintain ammonia in the non-volatile ionized form (ammonium).  Enter units of percent, number of animals or number of animal units.",203,"Poultry Litter Amendments (alum, for example)",82,5
204,biofilters,Biofilters,2,"Ammonia emission reduction includes housing ventilation systems that pass air through a biofilter media with a layer of organic material, typically a mixture of compost and wood chips or shreds, that supports a microbial population. The ammonia emissions are reduced by oxidizing volatile organic compounds into carbon dioxide, water and inorganic salts. Enter units of percent, number of animals or number of animal units.",204,Biofilters,82,5
205,lagooncovers,Lagoon Covers,2,"Permeable and impermeable covers of lagoons to prevent volatilization of ammonia. A cover can be, and is applied, to various species including swine and dairy. Enter units of percent, number of animals or number of animal units.",205,Lagoon Covers,82,5
206,awms,Animal Waste Management System,2,"Any structure designed for collection, transfer and storage of manures and associated wastes generated from the confined portion of animal operations and complies with NRCS 313 (Waste Storage Facility) or NRCS 359 (Waste Treatment Lagoon) practice standards. Enter units of percent, number of animals or number of animal units.",206,Animal Waste Management System,83,5
207,csoconnect,Separation of stormwater and sewer systems,1,Separation of combined stormwater and sewer systems to prevent sewage from overflowing when stormwater exceeds system capacity. Enter units of acres.,207,Separation of stormwater and sewer systems,109,1
208,eands1,Erosion and Sediment Control Level 1,1,"Includes ESC practices implemented under historical performance standards from approximately 2000 or before.  The sediment trapping requirements were typically 1,800 cubic feet/acre, stabilization requirements were less rapid, and inspections occurred less frequently, among other factors. Use this BMP where specific control measures are unknown. Enter unit of total acres or percent of acres.",208,Erosion and Sediment Control,115,3
209,eands2,Erosion and Sediment Control Level 2,1,"This level of performance reflects the more stringent ESC requirements that have been adopted by local and state governments and generally conform to the standard requirements in EPA’s 2012 Construction General Permit.  These include a greater sediment treatment capacity (typically 3,600 cubic feet/acre), surface outlets, more rapid vegetative cover for temporary and permanent stabilization, and improved design specifications for individual ESC practices to enhance sediment trapping or removal. Enter unit of total acres or percent of acres.",208,,115,3
210,eands3,Erosion and Sediment Control Level 3,1,"This level of performance reflects the gradual shift to improve performance by expanded use of passive chemical treatment within Level 2 ESC practices.  Chemical treatment involves the passive use of polyacrylamide (PAM) and other flocculants.  The treatment relies solely on gravity to control the sediment in construction site runoff (e.g., adding PAM granules to a check dam, erosion control fabric, or running basin flows across a block or sock containing flocculants). Enter unit of total acres or percent of acres.",208,,115,3
214,covercroptradohnd,"Cover Crop Traditional Oats, Winter Hardy Normal Drilled",1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Oats cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
215,covercroptradohno,"Cover Crop Traditional Oats, Winter Hardy Normal Other",1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Oats cover crop is planted no more than 2 weeks prior to the average frost date with neither a drilled nor aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
216,covercroptradoked,"Cover Crop Traditional Oats, Winter Killed Early Drilled",1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Oats cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
217,covercroptradokeo,"Cover Crop Traditional Oats, Winter Killed Early Other",1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Oats cover crop is planted at least 2 weeks prior to the average frost date with neither a drilled nor aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
218,covercroptradokea,"Cover Crop Traditional Oats, Winter Killed Early Aerial",1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Oats cover crop is planted at least 2 weeks prior to the average frost date with a aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
219,covercroptradbred,Cover Crop Traditional Brassica Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Brassica cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
220,covercroptradbreo,Cover Crop Traditional Brassica Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Brassica cover crop is planted at least 2 weeks prior to the average frost date with neither a drilled nor aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
221,covercroptradbrea,Cover Crop Traditional Brassica Early Aerial,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Brassica cover crop is planted at least 2 weeks prior to the average frost date with a aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
222,covercroptradlghed,Cover Crop Traditional Legume Plus Grass 50% Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Legume plus grass cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
223,covercroptradlgheo,Cover Crop Traditional Legume Plus Grass 50% Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Legume plus grass cover crop is planted at least 2 weeks prior to the average frost date with neither a drilled nor aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
224,covercroptradlghea,Cover Crop Traditional Legume Plus Grass 50% Early Aerial,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Legume plus grass cover crop is planted at least 2 weeks prior to the average frost date with a aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
225,covercroptradlghnd,Cover Crop Traditional Legume Plus Grass 50% Normal Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Legume plus grass cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
226,covercroptradlghno,Cover Crop Traditional Legume Plus Grass 50% Normal Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Legume plus grass cover crop is planted no more than 2 weeks prior to the average frost date with neither a drilled nor aerial seeding method. Fall nutrients are not applied and the crop may not be harvested in the spring. Enter units of acres or percent.,83,,43,3
227,covercroptradnutred,Cover Crop Traditional with Fall Nutrients Rye Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Rye cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
228,covercroptradnutreo,Cover Crop Traditional with Fall Nutrients Rye Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Rye cover crop is planted at least 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
229,covercroptradnutrnd,Cover Crop Traditional with Fall Nutrients Rye Normal Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Rye cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
230,covercroptradnutrno,Cover Crop Traditional with Fall Nutrients Rye Normal Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Rye cover crop is planted no more than 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
231,covercroptradnutrld,Cover Crop Traditional with Fall Nutrients Rye Late Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Rye cover crop is planted after the average first frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
232,covercroptradnutrlo,Cover Crop Traditional with Fall Nutrients Rye Late Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Rye cover crop is planted after the average first frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
233,covercroptradnutwed,Cover Crop Traditional with Fall Nutrients Wheat Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Wheat cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
234,covercroptradnutweo,Cover Crop Traditional with Fall Nutrients Wheat Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Wheat cover crop is planted at least 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
235,covercroptradnutwnd,Cover Crop Traditional with Fall Nutrients Wheat Normal Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Wheat cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
236,covercroptradnutwno,Cover Crop Traditional with Fall Nutrients Wheat Normal Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Wheat cover crop is planted no more than 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
237,covercroptradnutwld,Cover Crop Traditional with Fall Nutrients Wheat Late Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Wheat cover crop is planted after the average first frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
238,covercroptradnutwlo,Cover Crop Traditional with Fall Nutrients Wheat Late Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Wheat cover crop is planted after the average first frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Use this BMP where the planting time and species are unknown. Enter units of acres or percent.,238,Cover Crop with Fall Nutrients,43,3
239,covercroptradnutbed,Cover Crop Traditional with Fall Nutrients Barley Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Barley cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
240,covercroptradnutbeo,Cover Crop Traditional with Fall Nutrients Barley Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Barley cover crop is planted at least 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
241,covercroptradnutbnd,Cover Crop Traditional with Fall Nutrients Barley Normal Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Barley cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
242,covercroptradnutbno,Cover Crop Traditional with Fall Nutrients Barley Normal Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Barley cover crop is planted no more than 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
243,covercroptradnutfped,Cover Crop Traditional with Fall Nutrients Forage Radish Plus Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Forage radish cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
244,covercroptradnutfpeo,Cover Crop Traditional with Fall Nutrients Forage Radish Plus Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Forage radish cover crop is planted at least 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
245,covercroptradnutfpnd,Cover Crop Traditional with Fall Nutrients Forage Radish Plus Normal Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Forage radish cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
246,covercroptradnutfpno,Cover Crop Traditional with Fall Nutrients Forage Radish Plus Normal Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Forage radish cover crop is planted no more than 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
247,covercroptradnutted,Cover Crop Traditional with Fall Nutrients Triticale Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Triticale cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
248,covercroptradnutteo,Cover Crop Traditional with Fall Nutrients Triticale Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Triticale cover crop is planted at least 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
249,covercroptradnuttnd,Cover Crop Traditional with Fall Nutrients Triticale Normal Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Triticale cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
250,covercroptradnuttno,Cover Crop Traditional with Fall Nutrients Triticale Normal Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Triticale cover crop is planted no more than 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
251,covercroptradnuttld,Cover Crop Traditional with Fall Nutrients Triticale Late Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Triticale cover crop is planted after the average first frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
252,covercroptradnuttlo,Cover Crop Traditional with Fall Nutrients Triticale Late Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Triticale cover crop is planted after the average first frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
253,covercroptradnutared,Cover Crop Traditional with Fall Nutrients Annual Ryegrass Early Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Ryegrass cover crop is planted at least 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
254,covercroptradnutareo,Cover Crop Traditional with Fall Nutrients Annual Ryegrass Early Other,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Ryegrass cover crop is planted at least 2 weeks prior to the average frost date with a seeding method other than drilled on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
255,covercroptradnutarnd,Cover Crop Traditional with Fall Nutrients Annual Ryegrass Normal Drilled,1,A short-term crop grown after the main cropping season that reduces nutrient losses to ground and surface water by sequestering nutrients. Ryegrass cover crop is planted no more than 2 weeks prior to the average frost date with a drilled seeding method on cropland where manure is applied following the harvest of a summer crop and prior to cover crop planting. The crop may not be harvested in the spring. Enter units of acres or percent.,238,,43,3
256,mtt1,Manure Treatment Slow Pyrolysis,3,"Manure organic matter converted in the absence of oxygen to produce char with a residence time of hours to days. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,Manure Treatment Technologies,85,6
257,mtt2,Manure Treatment Fast Pyrolysis,3,"Manure organic matter converted in the absence of oxygen to produce char with a residence time of seconds. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
258,mtt3,Manure Treatment Low Heat Gasification,3,"Manure thermochemically reformulated at temperatures less than 1,500 degrees Fahrenheit in a low oxygen environment. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
259,mtt4,Manure Treatment High Heat Gasification,3,"Manure thermochemically reformulated at temperatures between 1,500 and 2,730 degrees Fahrenheit in a low oxygen environment. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
260,mtt5,Manure Treatment Combustion,3,"Manure combusted to produce heat without generating gas or liquid. Use when temperature is unknown. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
261,mtt6,Manure Treatment High Heat Combustion,3,"Manure combusted to produce heat without generating gas or liquid. Temperature between 1,500 and 3,000 degrees Fahrenheit. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
262,mtt7,Manure Treatment Rotating Bin,3,"Manure composted in n insulated silo, channel, or bin using a  controlled aeration system. Use this BMP where C:N is unknown. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
263,mtt8,Manure Treatment Rotating Bin High CN,3,"Manure composted in an insulated silo, channel, or bin using a  controlled aeration system. The C:N is > 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
264,mtt9,Manure Treatment Rotating Bin Low CN,3,"Manure composted in an insulated silo, channel, or bin using a  controlled aeration system. The C:N is < 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
265,mtt10,Manure Treatment Forced Aeration,3,"Manure is composted using mechanical ventilation. Use this BMP where C:N is unknown. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
266,mtt11,Manure Compost Forced Aeration High CN,3,"Manure is composted using mechanical ventilation. The C:N is > 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
267,mtt12,Manure Compost Forced Aeration Low CN,3,"Manure is composted using mechanical ventilation. The C:N is < 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
268,mtt13,Manure Compost Turned Pile Windrow,3,"Manure is composted using frequent turning. Use this BMP when the C:N is unknown. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
269,mtt14,Manure Compost Turned Pile Windrow High CN,3,"Manure is composted using frequent turning. The C:N is > 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
270,mtt15,Manure Compost Turned Pile Windrow LowCN,3,"Manure is composted using frequent turning. The C:N is < 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
271,mtt16,Manure Compost Static Pile Windrow,3,"Manure is composted using natural aeration. Use this BMP when the C:N is unknown. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
